transaction_id,order_date,ship_date,order_total,product_category,discount_pct,region
TX1002020,2025-07-12,2025-07-17,2405.16,Services,10,West
TX1014623,2025-02-15,2025-02-16,303.26,Services,0,West
TX1005401,02/09/2026,2026-02-12,1661.39,Electronics,20,South
TX1001968,2025-01-26,2025-01-30,437.54,Services,15,West
TX1000167,21/11/2025,2025-11-30,2590.31,Software,5,South
TX1001124,04/28/2025,2025-05-03,828.05,Software,15,West
TX1010031,2025-08-09,2025-08-16,1870.54,Electronics ,0,East
TX1006075,02/16/2025,2025-02-20,1173.0,Services,15,West
TX1014239,2025-04-06,2025-04-13,1606.77,Office Supplies,5,North
TX1003334,03/15/2025,2025-03-20,1338.94,Electronics ,25,East
TX1011866,03/22/2026,2026-03-27,2766.17, electronics,20,Central
TX1002315,28/01/2025,2025-02-06,930.55,Office Supplies,0,Central
TX1009057,08/03/2025,2025-08-12,898.02,Office Supplies,10,West
TX1005923,2025-11-16,2025-11-22,2554.84,Electronics ,15,East
TX1010201,2025-06-16,2025-06-25,411.81,Services,20,South
TX1002724,2025-05-19,2025-05-29,2377.4,Electronics ,15,Central
TX1007848,01/06/2025,2025-06-07,169.77,Software,20,East
TX1001964,2025-10-18,2025-10-26,1617.64,Services,10,South
TX1010756,30/01/2026,2026-02-04,1808.3,Services,20,Central
TX1003015,16/04/2025,2025-04-24,1635.47,Services,0,West
TX1005108,11/11/2025,2025-11-17,2251.11,Office Supplies,20,North
TX1004116,2025-06-03,2025-06-08,930.83,Services,15,East
TX1008104,10/25/2025,2025-11-04,127.28,Furniture,15,North
TX1002094,2025-05-11,2025-05-19,2584.21,Office Supplies,20,North
TX1011061,2025-11-09,2025-11-18,2714.67,Software,25,South
TX1001163,2025-02-16,2025-02-18,1764.08,Software,5,East
TX1004936,01/18/2025,2025-01-25,538.7,Software,15,West
TX1002986,2025-11-01,2025-11-03,2784.06,Software,15,North
TX1009829,27/03/2026,2026-04-03,1897.63,Software,5,North
TX1012728,2025-10-15,2025-10-25,1375.92,Software,0,East
TX1008456,2025-12-27,2026-01-01,579.91,Office Supplies,25,East
TX1009776,2025-01-30,2025-02-07,1410.36,Services,20,West
TX1010190,02/15/2025,2025-02-17,1098.11,Services,25,East
TX1005921,06/19/2025,2025-06-22,2710.65,Office Supplies,0,West
TX1012368,01/12/2025,2025-01-14,338.91,Furniture,0,Central
TX1007385,2025-09-18,2025-09-22,1093.35,Electronics ,5,North
TX1000963,09/26/2025,2025-10-01,2194.94,Services,5,North
TX1004770,2025-10-22,2025-10-25,1719.29,Electronics,20,South
TX1004609,27/02/2026,2026-03-01,1370.82,Furniture,15,South
TX1001430,03/14/2025,2025-03-15,569.24,Services,10,West
TX1013582,2025-06-23,2025-07-03,2541.33,Services,0,North
TX1006347,11/08/2025,2025-08-20,1970.9,Software,20,East
TX1005864,25/03/2025,2025-04-02,1769.58,Office Supplies,25,South
TX1001318,11/23/2025,2025-11-28,2274.48,Services,5,South
TX1002053,26/09/2025,2025-09-27,1425.06,Software,0,South
TX1000955,07/08/2025,2025-08-13,724.06,Services,25,Central
TX1001728,09/08/2025,2025-08-18,615.56,electronics,20,South
TX1007752,19/09/2025,2025-09-28,2287.65,Furniture,10,West
TX1000622,2025-08-11,2025-08-21,1883.12, electronics,10,West
TX1009171,01/01/2026,2026-01-11,180.5,electronics,15,West
TX1002918,2025-06-24,2025-06-28,1717.8,Furniture,10,South
TX1009101,03/14/2025,2025-03-22,566.58,Software,5,West
TX1010803,2025-01-15,2025-01-21,722.34,Office Supplies,25,South
TX1007798,2025-04-10,2025-04-16,1987.59,Software,0,Central
TX1014211,14/03/2026,2026-03-18,2225.1,Furniture,5,East
TX1011974,11/01/2025,2025-11-11,456.3,Office Supplies,15,Central
TX1005100,12/17/2025,2025-12-26,653.23,Electronics ,0,South
TX1005958,03/16/2025,2025-03-26,2487.01,Software,20,South
TX1003006,2025-08-21,2025-08-26,963.3,Office Supplies,15,Central
TX1008947,01/19/2026,2026-01-29,510.84,Services,10,South
TX1014332,01/09/2025,2025-09-03,1062.15,Office Supplies,15,West
TX1012168,01/29/2025,2025-02-07,1015.01,Office Supplies,5,West
TX1013620,02/25/2026,2026-03-01,2168.67,Services,20,West
TX1002883,02/03/2025,2025-03-11,755.03,Office Supplies,10,North
TX1008409,04/09/2025,2025-04-11,1899.93,Furniture,5,North
TX1000499,2025-01-04,2025-01-11,2549.5,Office Supplies,20,North
TX1008264,27/05/2025,2025-05-30,54.41, electronics,25,Central
TX1011314,05/01/2026,2026-01-12,659.53,Furniture,5,East
TX1005403,2026-03-17,2026-03-26,2168.81,Software,5,Central
TX1006592,21/03/2025,2025-03-31,91.66,Furniture,5,South
TX1006193,03/16/2025,2025-03-26,281.43,Electronics ,10,Central
TX1005052,2025-07-22,2025-07-23,2319.59,Office Supplies,20,South
TX1007896,18/03/2025,2025-03-28,2259.36,Furniture,0,West
TX1010664,2025-12-23,2025-12-25,655.82,Furniture,15,East
TX1001254,03/10/2025,2025-03-16,1276.1, electronics,25,North
TX1005886,22/07/2025,2025-07-28,1093.02,Office Supplies,0,East
TX1002888,02/21/2026,2026-03-01,1113.03,Office Supplies,0,West
TX1005853,01/09/2025,2025-01-15,2612.73,Software,10,West
TX1002396,06/20/2025,2025-06-28,55.57,Office Supplies,25,Central
TX1011803,01/23/2026,2026-01-25,2347.09,Services,25,North
TX1003586,01/14/2025,2025-01-18,1131.8, electronics,15,South
TX1003053,2025-10-23,2025-10-30,2358.81,Furniture,10,East
TX1000936,02/25/2026,2026-03-03,198.34,Services,25,South
TX1003152,2026-01-17,2026-01-22,591.14,Software,20,East
TX1011359,08/14/2025,2025-08-19,566.02,ELECTRONICS,10,East
TX1010127,2025-11-15,2025-11-21,1200.21,Office Supplies,15,West
TX1005836,27/10/2025,2025-11-05,769.57,Services,20,North
TX1000969,17/10/2025,2025-10-24,1504.77,Furniture,5,South
TX1005349,2025-09-11,2025-09-17,752.15,Furniture,15,South
TX1001340,08/28/2025,2025-09-05,341.26, electronics,0,Central
TX1006506,2025-05-24,2025-05-29,173.81,ELECTRONICS,10,South
TX1006288,14/01/2025,2025-01-23,1052.61,Furniture,10,South
TX1011260,2025-04-22,2025-04-23,2260.61,Services,20,West
TX1014160,06/29/2025,2025-07-02,2027.29,Services,15,East
TX1007338,02/15/2026,2026-02-22,1455.67,Electronics,20,North
TX1005981,2025-01-29,2025-01-31,1240.42,Office Supplies,20,East
TX1003049,18/01/2026,2026-01-22,408.78,Services,0,West
TX1010070,2025-03-28,2025-04-07,2057.33,Software,5,South
TX1001679,2025-03-21,2025-03-26,2069.72,Software,25,East
TX1009234,01/13/2025,2025-01-21,417.25,Software,15,West
TX1010785,06/01/2025,2025-06-07,1877.99,Office Supplies,10,South
TX1014005,2026-03-22,2026-03-27,1167.97,Software,15,East
TX1003607,2025-04-23,2025-04-28,-486.09,Furniture,20,North
TX1004491,07/13/2025,2025-07-17,2452.77,Software,15,South
TX1005878,08/03/2025,2025-08-06,1980.63,Office Supplies,15,East
TX1005293,2025-05-18,2025-05-24,2587.48,Services,25,South
TX1012261,09/27/2025,2025-10-06,145.74,Electronics ,10,West
TX1000954,2025-03-18,2025-03-19,2295.97,electronics,25,Central
TX1008537,2025-08-09,2025-08-15,1828.04,Furniture,10,Central
TX1013555,11/29/2025,2025-12-08,811.76,Furniture,5,Central
TX1007120,2025-06-09,2025-06-12,1601.72,Software,20,Central
TX1011074,2025-05-10,2025-05-13,117.15,Furniture,25,West
TX1000376,05/05/2025,2025-05-14,943.77,Furniture,5,Central
TX1005241,10/29/2025,2025-11-06,1305.73,Office Supplies,15,West
TX1006751,02/08/2026,2026-02-11,886.59,Furniture,136,East
TX1013030,08/03/2025,2025-08-06,2361.22,Office Supplies,10,East
TX1010233,11/24/2025,2025-11-27,973.17,Office Supplies,5,North
TX1011574,02/04/2025,2025-02-08,2775.64,Office Supplies,20,South
TX1001433,11/02/2025,2025-11-09,1331.99,Office Supplies,25,West
TX1007674,2025-03-31,2025-04-05,396.63,Software,10,East
TX1014482,27/11/2025,2025-12-07,357.05,Services,20,East
TX1000143,2025-03-25,2025-04-04,2603.06,Office Supplies,10,Central
TX1009039,2025-09-08,2025-09-12,802.54,Services,10,South
TX1007697,01/12/2026,2026-01-20,1700.8,Office Supplies,15,East
TX1005658,03/02/2025,2025-03-11,80.95,Office Supplies,25,East
TX1010543,2025-03-27,2025-04-01,443.25,Furniture,0,South
TX1005715,2025-12-11,2025-12-12,1732.39,Furniture,25,East
TX1012881,05/01/2025,2025-05-08,261.52,Office Supplies,15,South
TX1007789,2026-03-10,2026-03-13,2208.3,electronics,15,South
TX1008605,2025-09-01,2025-09-07,2736.18,Services,15,North
TX1014104,2025-09-29,2025-09-30,1568.26,Furniture,5,West
TX1002670,2025-12-24,2026-01-02,821.05,ELECTRONICS,5,Central
TX1013898,2025-01-30,2025-02-03,165.58,Software,15,Central
TX1001289,06/02/2025,2025-06-11,115.75,Office Supplies,20,Central
TX1007850,28/07/2025,2025-08-06,393.39,Furniture,15,North
TX1008542,2025-09-12,2025-09-19,1457.06,Furniture,0,Central
TX1013630,09/09/2025,2025-09-14,1945.51,Office Supplies,0,Central
TX1012690,2025-04-19,2025-04-28,327.72,Software,5,East
TX1013615,03/26/2026,2026-03-29,760.96,Services,20,West
TX1004911,2026-01-26,2026-02-03,1021.08,Furniture,5,South
TX1004484,10/12/2025,2025-12-11,1569.26,Software,15,West
TX1010765,2025-10-08,2025-10-17,1743.58,Office Supplies,20,West
TX1001331,01/02/2026,2026-02-04,719.38,Services,0,South
TX1011946,04/20/2025,2025-04-24,2390.02,Software,25,South
TX1008303,2025-05-20,2025-05-29,935.09,Services,10,Central
TX1002260,14/10/2025,2025-10-24,1620.58,Furniture,25,Central
TX1010273,2026-02-03,2026-02-07,623.71,Software,5,Central
TX1007290,10/02/2025,2025-02-12,642.9,Services,25,South
TX1002616,2025-11-18,2025-11-28,757.44,Office Supplies,15,East
TX1004057,18/02/2025,2025-02-22,2622.05,Office Supplies,10,North
TX1009679,2025-07-18,2025-07-24,1719.45,Software,15,North
TX1007843,2025-12-01,2025-12-06,220.57,Software,15,Central
TX1009896,01/12/2026,2026-01-18,1615.78,Software,15,East
TX1005767,2025-05-09,2025-05-19,780.44,Furniture,10,South
TX1009297,2025-07-09,2025-07-19,2691.42,Services,15,West
TX1006214,10/04/2025,2025-10-07,369.9,Furniture,5,Central
TX1011528,2025-05-31,2025-06-10,1866.81,Furniture,15,South
TX1006673,08/12/2025,2025-12-13,500.54,Furniture,5,West
TX1002071,10/22/2025,2025-10-23,2713.57,Electronics ,10,West
TX1012788,02/15/2026,2026-02-19,1709.22,Office Supplies,15,Central
TX1002805,2026-01-04,2026-01-08,2231.21,Furniture,5,South
TX1011057,2026-01-20,2026-01-28,237.61,Furniture,5,North
TX1008901,28/10/2025,2025-11-03,782.26,Software,20,East
TX1001338,03/03/2025,2025-03-11,1760.45,ELECTRONICS,10,West
TX1010705,2025-08-30,2025-09-05,-310.41,Software,25,South
TX1009100,2026-03-11,2026-03-21,1386.46,Services,25,North
TX1004188,09/17/2025,2025-09-23,2352.98,Services,0,East
TX1008798,15/09/2025,2025-09-22,2476.07,Office Supplies,15,North
TX1006223,02/06/2026,2026-02-11,2294.57,Furniture,0,South
TX1010058,29/05/2025,2025-05-31,483.71,Software,5,Central
TX1011741,2025-05-15,2025-05-23,1753.26,Services,5,North
TX1011191,2025-03-27,2025-04-01,911.46,Office Supplies,15,North
TX1001724,09/10/2025,2025-09-11,2206.95,Software,20,West
TX1008558,04/01/2025,2025-04-10,60.14,Furniture,0,East
TX1004165,2026-03-02,2026-03-11,2649.21,Software,15,South
TX1012579,13/03/2026,2026-03-14,1409.48,Office Supplies,20,North
TX1014564,03/12/2025,2025-03-13,1560.21,Services,15,East
TX1004400,04/17/2025,2025-04-23,2134.91,Services,10,South
TX1012587,15/09/2025,2025-09-23,2688.08,Services,20,Central
TX1008509,05/22/2025,2025-05-25,701.46,Services,5,West
TX1007662,10/09/2025,2025-10-13,1444.47,Office Supplies,0,East
TX1000021,2025-02-20,2025-02-28,799.89,Services,0,South
TX1004001,2025-11-01,2025-11-08,450.17,Services,0,North
TX1014484,2025-01-13,2025-01-17,2232.37,Office Supplies,25,East
TX1000199,12/05/2025,2025-12-10,1982.18,Furniture,0,South
TX1011766,2025-09-19,2025-09-28,695.31,Services,10,West
TX1000179,02/27/2025,2025-03-04,2708.18, electronics,5,East
TX1001245,02/28/2026,2026-03-01,805.49,Services,5,West
TX1002165,24/03/2025,2025-03-31,1100.31,Services,5,North
TX1010945,30/06/2025,2025-07-07,1517.22,Software,15,South
TX1005510,2025-08-17,2025-08-20,1009.63,Office Supplies,0,South
TX1013282,07/14/2025,2025-07-19,695.58,Services,25,South
TX1003243,01/18/2025,2025-01-23,800.82,Electronics ,15,Central
TX1010742,2025-03-30,2025-04-02,86.28,Office Supplies,0,East
TX1006918,2025-09-21,2025-09-26,2738.97,electronics,15,South
TX1005301,12/10/2025,2025-12-16,106.42,Software,25,Central
TX1001706,2025-11-15,2025-11-25,847.35,Electronics,20,North
TX1001543,03/03/2025,2025-03-08,2302.18,Software,5,Central
TX1010589,2025-07-30,2025-08-05,1526.9,ELECTRONICS,10,South
TX1001512,01/07/2025,2025-01-12,2492.74,Furniture,15,East
TX1009798,2026-02-18,2026-02-24,1541.08,Furniture,15,Central
TX1001410,2026-02-28,2026-03-04,455.19,Software,15,East
TX1002378,27/07/2025,2025-07-30,2752.77,Electronics ,20,North
TX1000424,12/16/2025,2025-12-26,2083.28,Furniture,20,Central
TX1001230,07/15/2025,2025-07-22,369.25,Services,25,East
TX1004386,01/15/2025,2025-01-17,1397.46,Furniture,25,West
TX1001344,12/14/2025,2025-12-17,44.22,Office Supplies,15,South
TX1006675,2025-08-26,2025-09-02,2412.99,ELECTRONICS,15,South
TX1007884,07/30/2025,2025-08-09,2601.55,Electronics,25,Central
TX1011106,2025-02-27,2025-03-08,1049.26,Services,25,South
TX1005185,2025-02-22,2025-03-03,2596.59,Services,25,West
TX1013653,04/08/2025,2025-04-18,1022.78,Software,10,Central
TX1007181,02/01/2025,2025-02-05,97.93,Office Supplies,25,East
TX1000048,02/21/2026,2026-02-26,2186.85,Services,10,North
TX1010548,22/02/2025,2025-02-25,1266.58,Office Supplies,25,North
TX1007862,21/03/2025,2025-03-29,1327.43,Furniture,25,North
TX1007059,07/03/2025,2025-07-11,688.94,Office Supplies,5,West
TX1009504,17/01/2025,2025-01-18,109.9,Furniture,0,North
TX1005743,12/15/2025,2025-12-16,1063.92,Electronics ,10,North
TX1003667,2025-05-27,2025-06-02,2480.65,Software,10,East
TX1004486,01/03/2026,2026-03-05,492.95,electronics,25,North
TX1010768,06/29/2025,2025-07-02,811.79,Software,15,North
TX1003845,11/25/2025,2025-12-02,1483.01,Services,25,South
TX1011580,08/06/2025,2025-08-12,1847.04,Furniture,10,Central
TX1007787,2025-12-25,2026-01-01,1369.41,Office Supplies,5,East
TX1006888,2026-03-22,2026-04-01,1364.87,Office Supplies,0,West
TX1001422,12/03/2025,2025-12-12,1109.08,Electronics,20,South
TX1009826,20/11/2025,2025-11-29,286.71,Software,0,West
TX1002933,30/05/2025,2025-06-08,2495.18,Services,20,West
TX1006183,03/06/2025,2025-03-09,1254.36,Services,15,South
TX1010740,2025-01-10,2025-01-17,2720.12,Office Supplies,20,West
TX1008812,26/03/2025,2025-03-28,174.07,Software,15,East
TX1001670,2026-02-20,2026-02-28,2778.77,Software,20,North
TX1008187,2026-01-20,2026-01-26,215.63,Services,20,West
TX1013688,04/07/2025,2025-07-07,1513.09,Electronics ,15,North
TX1010241,2025-08-14,2025-08-23,351.8,Furniture,20,West
TX1004442,2025-04-24,2025-05-01,12.78,Office Supplies,25,West
TX1012920,07/12/2025,2025-12-09,1698.86,Furniture,20,East
TX1005073,02/11/2025,2025-02-20,2412.63,Services,20,East
TX1011474,01/24/2025,2025-01-30,673.34,Office Supplies,15,North
TX1008731,2026-02-04,2026-02-05,418.9,Furniture,5,Central
TX1012607,15/03/2026,2026-03-25,488.48,Office Supplies,25,Central
TX1002002,2025-07-19,2025-07-21,2385.22,Services,0,North
TX1008443,2025-08-16,2025-08-18,356.04,Software,10,North
TX1011295,10/01/2025,2025-10-03,359.7,electronics,0,Central
TX1009675,10/03/2025,2025-10-11,1976.77,Services,25,Central
TX1003497,11/26/2025,2025-12-04,129.58,Furniture,15,North
TX1007227,2025-12-07,2025-12-16,1141.48,Furniture,15,South
TX1014127,2026-03-22,2026-03-30,2098.32,Services,5,West
TX1002070,12/09/2025,2025-12-11,2512.79,Software,25,West
TX1012366,08/26/2025,2025-08-29,2573.49,Furniture,25,South
TX1001060,2025-08-23,2025-08-26,2054.61,Office Supplies,20,West
TX1005785,2025-04-24,2025-05-02,2338.54,Services,5,Central
TX1004019,2025-12-05,2025-12-06,1459.11,Office Supplies,0,East
TX1012128,02/08/2025,2025-02-09,369.3,Services,10,East
TX1009955,03/08/2025,2025-08-12,1004.44,Services,10,South
TX1003267,2025-04-04,2025-04-14,1169.18,Office Supplies,5,North
TX1001922,14/11/2025,2025-11-22,135.53,Furniture,15,East
TX1000927,2025-02-04,2025-02-12,2279.49,Electronics ,5,West
TX1014228,14/07/2025,2025-07-22,1731.83,Office Supplies,15,West
TX1004604,24/03/2026,2026-03-28,1533.91,Electronics ,10,North
TX1006346,08/25/2025,2025-08-28,1589.47,electronics,15,North
TX1000749,11/27/2025,2025-12-03,1561.52,Office Supplies,25,South
TX1003884,07/26/2025,2025-08-02,2508.39,electronics,25,Central
TX1013501,12/24/2025,2025-12-28,1096.67,Office Supplies,0,South
TX1004574,04/02/2025,2025-04-06,1990.99,Electronics,15,North
TX1012777,02/12/2025,2025-02-13,2446.04,Office Supplies,20,East
TX1010072,07/06/2025,2025-07-15,1575.39,Furniture,15,Central
TX1010382,05/01/2026,2026-01-15,343.98,Services,20,East
TX1010761,10/03/2025,2025-10-04,2387.55,Furniture,20,Central
TX1007444,2025-03-03,2025-03-07,2421.5,Office Supplies,5,East
TX1006581,03/02/2026,2026-03-12,2165.03,Services,15,North
TX1003955,2025-06-07,2025-06-10,301.48,Software,15,West
TX1011279,29/08/2025,2025-09-06,2456.77,Software,0,West
TX1009424,22/04/2025,2025-04-30,1023.83,Furniture,10,South
TX1012295,2026-01-25,2026-01-28,1445.8,Software,0,Central
TX1011761,13/02/2026,2026-02-23,1811.09,Software,20,South
TX1010331,2025-07-09,2025-07-14,1205.6,Services,25,East
TX1000609,2025-09-19,2025-09-28,2186.61,Office Supplies,0,Central
TX1005417,2025-02-05,2025-02-07,2704.39,Services,0,North
TX1013099,2025-02-06,2025-02-11,1317.51,Services,0,North
TX1012814,01/22/2026,2026-01-25,1137.79,Software,15,South
TX1014433,10/06/2025,2025-10-08,554.83,Furniture,0,South
TX1008688,2025-10-02,2025-10-03,1636.65,ELECTRONICS,15,South
TX1013532,09/04/2025,2025-09-11,2733.16,Furniture,25,South
TX1012316,06/25/2025,2025-07-05,849.65,Services,20,South
TX1006748,2025-12-12,2025-12-16,2240.22,Office Supplies,10,West
TX1013952,2025-03-07,2025-03-15,2121.37,Services,20,Central
TX1005986,2025-03-14,2025-03-24,2230.02,Electronics,15,South
TX1000473,01/05/2025,2025-01-10,1020.14,Office Supplies,0,Central
TX1003045,09/29/2025,2025-10-08,2624.86,Furniture,5,South
TX1004639,2025-08-14,2025-08-20,2307.73,Office Supplies,5,North
TX1000717,02/11/2025,2025-11-07,1280.69,Software,20,South
TX1009938,03/18/2025,2025-03-20,525.28,Software,25,East
TX1010921,2025-08-29,2025-09-02,1381.28,electronics,5,East
TX1008939,2025-03-21,2025-03-24,2797.07,ELECTRONICS,15,North
TX1007770,07/26/2025,2025-08-03,1093.08,ELECTRONICS,20,East
TX1008456,2025-12-27,2026-01-01,579.91,Office Supplies,25,East
TX1004964,2025-09-27,2025-10-07,374.08,Furniture,0,Central
TX1006383,01/14/2026,2026-01-22,681.89,Software,10,West
TX1006211,07/29/2025,2025-08-01,2536.44,Furniture,15,South
TX1009181,2025-01-09,2025-01-11,2329.18,Services,20,South
TX1000392,2025-06-26,2025-07-02,1280.48,Software,20,South
TX1007490,24/01/2025,2025-02-02,781.26,Office Supplies,5,North
TX1009419,06/30/2025,2025-07-02,1398.65,Furniture,20,Central
TX1001268,08/26/2025,2025-08-29,1659.93,Software,0,East
TX1013569,2025-05-26,2025-05-30,1184.31,Services,25,Central
TX1002181,2025-02-26,2025-02-28,1591.02,Software,10,North
TX1002865,15/05/2025,2025-05-22,579.93,Services,10,Central
TX1009370,28/01/2025,2025-02-01,2488.54,Software,5,West
TX1009376,03/28/2025,2025-04-06,2425.71,Office Supplies,25,South
TX1009545,08/04/2025,2025-04-12,2346.23,Software,20,North
TX1004695,2025-10-29,2025-11-08,541.74,Services,10,West
TX1000705,06/23/2025,2025-07-02,1585.56,Software,5,East
TX1005690,09/02/2026,2026-02-13,1479.74,Electronics,15,West
TX1006009,03/21/2026,2026-03-26,1674.16,ELECTRONICS,15,Central
TX1011906,11/01/2025,2025-01-19,114.98,Software,5,South
TX1012075,2026-02-15,2026-02-23,1192.03,Furniture,25,Central
TX1007877,2025-03-25,2025-04-02,861.95, electronics,5,South
TX1005718,2025-03-17,2025-03-22,391.49,Services,15,West
TX1003439,27/01/2026,2026-01-30,307.15,Office Supplies,5,North
TX1013993,01/03/2026,2026-01-04,1984.77,Services,10,North
TX1000846,11/23/2025,2025-12-02,1767.26,Electronics ,5,East
TX1014504,2025-09-07,2025-09-14,77.12,Services,15,North
TX1014385,06/14/2025,2025-06-21,1006.93,electronics,10,North
TX1002734,2025-01-03,2025-01-13,2180.37,Services,25,West
TX1011270,2025-04-27,2025-04-30,233.96,Electronics,25,North
TX1001610,2025-11-27,2025-12-02,755.31,electronics,20,Central
TX1006030,01/01/2026,2026-01-09,861.75,Furniture,10,Central
TX1002640,02/27/2026,2026-03-08,1522.86,Services,10,Central
TX1000595,04/05/2025,2025-05-06,2520.7,Office Supplies,5,North
TX1001667,2025-12-17,2025-12-19,835.95,Office Supplies,15,East
TX1001528,10/20/2025,2025-10-25,1302.26,Software,25,South
TX1002958,16/11/2025,2025-11-24,1525.13,Software,10,Central
TX1012586,03/11/2025,2025-11-13,250.44,ELECTRONICS,20,West
TX1011148,05/10/2025,2025-05-18,2746.84,Electronics,5,South
TX1008533,04/27/2025,2025-05-04,2723.62,Software,20,West
TX1005107,15/03/2025,2025-03-24,1646.33,Software,10,South
TX1012015,2025-04-18,2025-04-20,355.21,electronics,5,Central
TX1006747,2025-03-04,2025-03-07,71.62,electronics,20,North
TX1008146,12/01/2025,2025-01-17,1026.68,Services,15,West
TX1005606,09/08/2025,2025-09-13,110.98,Software,20,West
TX1011702,2025-08-06,2025-08-16,1113.32,Software,10,North
TX1010683,22/09/2025,2025-09-30,2440.32,Office Supplies,20,North
TX1000842,2025-03-28,2025-04-05,365.45,Software,25,North
TX1003130,02/24/2026,2026-02-25,2142.91,Software,10,Central
TX1013526,03/06/2025,2025-03-16,2758.27,Services,25,East
TX1014477,2025-09-20,2025-09-28,1750.4,Software,25,South
TX1003493,01/02/2026,2026-02-05,-6.95,Software,5,South
TX1002953,12/06/2025,2025-06-20,157.6,Services,10,East
TX1000253,01/08/2026,2026-01-15,889.48,Services,20,South
TX1011144,05/07/2025,2025-07-13,863.5, electronics,10,West
TX1012863,24/01/2026,2026-01-27,1920.62, electronics,0,Central
TX1013355,03/22/2026,2026-03-24,1651.97,Software,15,East
TX1013272,10/29/2025,2025-11-03,1143.56,Furniture,20,South
TX1011640,24/01/2026,2026-01-27,2406.61,Services,25,South
TX1001487,21/11/2025,2025-12-01,1956.39,Software,25,West
TX1003129,07/09/2025,2025-07-17,694.01,Furniture,0,North
TX1011341,10/04/2025,2025-04-20,2246.67,Software,10,West
TX1012703,03/03/2025,2025-03-11,1352.31,Furniture,10,East
TX1000287,07/31/2025,2025-08-05,1158.9,Furniture,0,South
TX1011372,2025-12-17,2025-12-23,2527.91,electronics,15,East
TX1002971,2025-03-16,2025-03-21,2027.54,Services,25,East
TX1013452,06/19/2025,2025-06-20,2597.24,Electronics,10,South
TX1008033,03/17/2025,2025-03-27,2357.38,Software,20,South
TX1009777,2025-11-24,2025-11-26,637.96,Services,15,East
TX1007157,2026-03-09,2026-03-15,1466.5,ELECTRONICS,25,South
TX1001597,19/06/2025,2025-06-23,2723.02,Electronics ,5,West
TX1002065,2025-06-25,2025-06-29,1825.68,Services,0,South
TX1010773,2025-11-14,2025-11-16,187.24,Office Supplies,10,West
TX1012499,03/26/2026,2026-04-03,2006.77,ELECTRONICS,0,Central
TX1003562,2025-04-02,2025-04-11,171.94,Office Supplies,0,West
TX1000360,01/12/2025,2025-12-03,564.27,Furniture,10,South
TX1004526,10/31/2025,2025-11-10,285.28,Furniture,15,South
TX1006424,05/14/2025,2025-05-24,1348.05,Services,10,West
TX1009643,22/03/2025,2025-03-26,2210.11,Services,5,West
TX1002539,05/07/2025,2025-05-08,219.35,Services,25,North
TX1012509,2026-01-15,2026-01-25,2133.22,Office Supplies,0,North
TX1000862,2025-08-04,2025-08-08,1430.09,Services,20,West
TX1004283,2025-06-24,2025-07-04,1359.22,Furniture,15,East
TX1012780,2025-05-24,2025-05-25,319.31,Furniture,20,East
TX1004242,05/03/2026,2026-03-06,1769.4,Office Supplies,0,West
TX1002132,02/27/2025,2025-03-07,1111.78,Furniture,10,West
TX1000590,2025-03-04,2025-03-06,1915.52,Office Supplies,0,North
TX1002318,2025-02-18,2025-02-26,2207.16,Furniture,25,North
TX1013173,2025-01-30,2025-02-09,2558.8,Services,5,South
TX1013495,12/05/2025,2025-05-14,1595.74, electronics,5,South
TX1008363,09/25/2025,2025-10-03,960.71,Software,10,North
TX1014162,2026-01-10,2026-01-14,398.69,Furniture,0,South
TX1012536,01/09/2026,2026-01-19,365.85,Electronics,5,North
TX1004341,10/24/2025,2025-10-31,800.83,Services,20,West
TX1007278,2025-03-27,2025-04-04,651.49,Electronics ,25,East
TX1005926,08/01/2026,2026-01-11,2298.3,Services,10,West
TX1013104,01/14/2025,2025-01-20,1435.72,Office Supplies,0,West
TX1010502,2025-12-01,2025-12-09,2469.75,Software,0,South
TX1007541,02/14/2026,2026-02-20,48.66,Software,15,North
TX1006016,2025-05-30,2025-06-08,882.09,Furniture,20,Central
TX1014029,2025-03-18,2025-03-26,1531.24,Software,5,East
TX1012444,10/30/2025,2025-11-04,2374.29,Electronics,20,South
TX1002879,2025-11-07,2025-11-14,1179.53,Software,15,North
TX1003771,08/11/2025,2025-08-12,2617.67,Services,20,East
TX1001829,02/12/2025,2025-02-19,916.65,Furniture,0,North
TX1006058,29/01/2026,2026-01-30,2251.28,Furniture,0,Central
TX1010353,2025-10-13,2025-10-19,2043.4,Office Supplies,0,East
TX1001478,07/04/2025,2025-04-16,864.79,Services,20,East
TX1014063,10/08/2025,2025-10-10,753.83,Furniture,5,North
TX1008061,26/12/2025,2026-01-04,494.92,Office Supplies,5,Central
TX1000707,2025-09-11,2025-09-18,376.03,Services,20,Central
TX1011780,02/22/2026,2026-02-27,1473.07,Furniture,0,North
TX1000472,11/21/2025,2025-11-23,1256.27,Furniture,5,West
TX1006776,2026-01-10,2026-01-12,517.46,Office Supplies,0,East
TX1002560,03/10/2026,2026-03-15,1212.44,Office Supplies,5,East
TX1000822,05/20/2025,2025-05-21,643.56,Furniture,0,West
TX1012027,2026-02-24,2026-03-04,160.22,Office Supplies,15,Central
TX1008929,02/02/2026,2026-02-03,563.88,Services,25,East
TX1008289,02/06/2026,2026-02-11,677.44,Software,20,East
TX1005337,08/09/2025,2025-08-15,1480.24,Software,25,Central
